index,x,y,z
701,-6.075,3.219,0.985397
702,-6.075,3.219,0.983792
703,-6.075,3.219,0.982104
704,-6.075,3.219,0.980334
705,-6.075,3.219,0.978323
706,-6.075,3.219,0.976381
707,-6.075,3.219,0.974356
708,-6.075,3.219,0.97207
709,-6.075,3.219,0.969875
710,-6.075,3.219,0.967405
711,-6.075,3.219,0.965039
712,-6.075,3.219,0.962385
713,-6.075,3.219,0.95985
714,-6.077,3.218,0.958553
715,-6.081,3.215,0.957896
716,-6.088,3.211,0.957896
717,-6.098,3.204,0.958115
718,-6.11,3.196,0.957896
719,-6.125,3.186,0.958115
720,-6.142,3.175,0.957896
721,-6.159,3.163,0.957896
722,-6.175,3.152,0.958115
723,-6.191,3.141,0.958115
724,-6.208,3.13,0.958115
725,-6.224,3.119,0.958115
726,-6.241,3.108,0.958115
727,-6.258,3.097,0.958115
728,-6.274,3.086,0.958115
729,-6.291,3.075,0.957896
730,-6.307,3.064,0.957676
731,-6.324,3.053,0.957896
732,-6.34,3.042,0.958115
733,-6.357,3.03,0.957676
734,-6.373,3.02,0.957896
735,-6.388,3.01,0.956791
736,-6.399,3.002,0.954538
737,-6.408,2.995,0.951291
738,-6.415,2.99,0.948421
739,-6.419,2.987,0.945471
740,-6.421,2.985,0.942697
741,-6.421,2.985,0.940117
742,-6.421,2.985,0.937482
743,-6.421,2.985,0.933701
744,-6.421,2.985,0.930655
745,-6.421,2.985,0.92697
746,-6.421,2.985,0.923487
747,-6.421,2.985,0.919626
748,-6.421,2.985,0.915982
749,-6.421,2.985,0.911946
750,-6.421,2.985,0.908141
751,-6.421,2.985,0.90426
752,-6.423,2.983,0.90229
753,-6.426,2.98,0.901298
754,-6.431,2.973,0.90163
755,-6.439,2.963,0.901298
756,-6.448,2.951,0.900967
757,-6.459,2.937,0.901298
758,-6.471,2.921,0.900967
759,-6.484,2.905,0.901298
760,-6.496,2.89,0.900967
761,-6.508,2.874,0.901298
762,-6.52,2.858,0.901298
763,-6.532,2.843,0.901298
764,-6.545,2.827,0.900967
765,-6.556,2.813,0.899635
766,-6.564,2.802,0.896268
767,-6.571,2.793,0.891813
768,-6.575,2.787,0.88727
769,-6.578,2.782,0.882639
770,-6.58,2.78,0.878653
771,-6.58,2.78,0.875714
772,-6.58,2.78,0.870869
773,-6.58,2.78,0.86632
774,-6.58,2.78,-0.861699
775,-6.58,2.78,-0.85661
776,-6.58,2.78,-0.851837
777,-6.58,2.78,-0.846993
778,-6.58,2.78,-0.842077
779,-6.58,2.78,-0.836672
780,-6.58,2.78,-0.831183
781,-6.58,2.78,-0.825613
782,-6.58,2.78,-0.820836
783,-6.58,2.778,-0.818205
784,-6.582,2.773,-0.816884
785,-6.585,2.765,-0.816884
786,-6.589,2.753,-0.816884
787,-6.593,2.74,-0.816442
788,-6.599,2.723,-0.816442
789,-6.606,2.704,-0.816442
790,-6.612,2.685,-0.817325
791,-6.618,2.666,-0.816442
792,-6.625,2.647,-0.816442
793,-6.631,2.628,-0.816
794,-6.637,2.609,-0.816442
795,-6.644,2.59,-0.816442
796,-6.65,2.572,-0.816442
797,-6.657,2.553,-0.816884
798,-6.663,2.534,-0.816442
799,-6.669,2.515,-0.816442
800,-6.675,2.499,-0.813783
801,-6.679,2.485,-0.810211
802,-6.682,2.475,-0.804342
803,-6.685,2.467,-0.798394
804,-6.686,2.462,-0.792366
805,-6.686,2.46,-0.787676
806,-6.687,2.46,-0.783416
807,-6.686,2.46,-0.777677
808,-6.686,2.46,-0.771873
809,-6.686,2.46,-0.765513
810,-6.686,2.46,-0.759574
811,-6.686,2.46,-0.753571
812,-6.686,2.46,-0.746996
813,-6.687,2.458,-0.743937
814,-6.687,2.452,-0.743426
815,-6.688,2.444,-0.741889
816,-6.689,2.432,-0.742914
817,-6.69,2.418,-0.741889
818,-6.692,2.4,-0.742401
819,-6.693,2.38,-0.741889
820,-6.695,2.36,-0.741889
821,-6.697,2.34,-0.741889
822,-6.699,2.32,-0.742401
823,-6.7,2.3,-0.741889
824,-6.702,2.28,-0.741889
825,-6.704,2.261,-0.741889
826,-6.706,2.241,-0.741889
827,-6.707,2.221,-0.741889
828,-6.709,2.201,-0.741889
829,-6.711,2.181,-0.742401
830,-6.713,2.161,-0.742401
831,-6.714,2.141,-0.742401
832,-6.716,2.122,-0.741889
833,-6.718,2.102,-0.742401
834,-6.72,2.082,-0.742401
835,-6.721,2.062,-0.741889
836,-6.723,2.042,-0.741889
837,-6.725,2.022,-0.741889
838,-6.727,2.002,-0.742401
839,-6.728,1.982,-0.741889
840,-6.73,1.963,-0.742401
841,-6.732,1.943,-0.741889
842,-6.734,1.923,-0.742401
843,-6.735,1.906,-0.739318
844,-6.736,1.892,-0.734665
845,-6.737,1.881,-0.727882
846,-6.737,1.873,-0.721027
847,-6.737,1.868,-0.714635
848,-6.737,1.866,-0.708724
849,-6.737,1.865,-0.70385
850,-6.737,1.865,-0.697299
851,-6.737,1.865,-0.690136
852,-6.737,1.865,-0.684022
853,-6.737,1.865,-0.676734
854,-6.737,1.865,-0.669947
855,-6.737,1.865,-0.662531
856,-6.737,1.865,-0.655627
857,-6.737,1.863,-0.652154
858,-6.736,1.858,-0.650413
859,-6.735,1.85,-0.650413
860,-6.733,1.838,-0.649831
861,-6.73,1.824,-0.649831
862,-6.727,1.806,-0.649831
863,-6.724,1.786,-0.649831
864,-6.72,1.766,-0.649831
865,-6.717,1.747,-0.64925
866,-6.714,1.727,-0.649831
867,-6.711,1.708,-0.649831
868,-6.707,1.688,-0.649831
869,-6.704,1.668,-0.649831
870,-6.701,1.648,-0.650413
871,-6.697,1.629,-0.649831
872,-6.694,1.609,-0.649831
873,-6.691,1.59,-0.650413
874,-6.687,1.57,-0.649831
875,-6.684,1.55,-0.650994
876,-6.681,1.531,-0.649831
877,-6.678,1.511,-0.649831
878,-6.674,1.491,-0.649831
879,-6.671,1.472,-0.649831
880,-6.668,1.452,-0.64925
881,-6.664,1.432,-0.64925
882,-6.661,1.413,-0.649831
883,-6.658,1.393,-0.649831
884,-6.654,1.373,-0.649831
885,-6.651,1.354,-0.64925
886,-6.648,1.334,-0.649831
887,-6.644,1.315,-0.649831
888,-6.641,1.295,-0.649831
889,-6.638,1.275,-0.650413
890,-6.634,1.256,-0.649831
891,-6.631,1.236,-0.650413
892,-6.628,1.216,-0.64925
893,-6.625,1.197,-0.649831
894,-6.621,1.177,-0.649831
895,-6.618,1.157,-0.649831
896,-6.615,1.138,-0.649831
897,-6.611,1.118,-0.64925
898,-6.608,1.098,-0.649831
899,-6.605,1.079,-0.64925
900,-6.601,1.059,-0.650413
901,-6.598,1.039,-0.649831
902,-6.595,1.02,-0.650413
903,-6.591,1,-0.64925
904,-6.588,0.983,-0.646336
905,-6.586,0.969,-0.641067
906,-6.584,0.958,-0.633403
907,-6.582,0.95,-0.626272
908,-6.581,0.945,-0.619089
909,-6.58,0.942,-0.611854
910,-6.579,0.939,-0.610037
911,-6.577,0.931,-0.609431
912,-6.574,0.92,-0.609431
913,-6.57,0.907,-0.610037
914,-6.566,0.891,-0.609431
915,-6.56,0.872,-0.609431
916,-6.555,0.852,-0.608824
917,-6.55,0.834,-0.608824
918,-6.544,0.814,-0.609431
919,-6.539,0.795,-0.609431
920,-6.534,0.776,-0.608824
921,-6.528,0.757,-0.610037
922,-6.523,0.737,-0.609431
923,-6.518,0.718,-0.609431
924,-6.512,0.699,-0.609431
925,-6.507,0.68,-0.609431
926,-6.502,0.661,-0.610037
927,-6.496,0.641,-0.609431
928,-6.491,0.622,-0.610037
929,-6.486,0.603,-0.609431
930,-6.48,0.584,-0.609431
931,-6.475,0.565,-0.609431
932,-6.47,0.546,-0.609431
933,-6.464,0.526,-0.608824
934,-6.459,0.507,-0.608824
935,-6.454,0.488,-0.610037
936,-6.448,0.469,-0.608824
937,-6.443,0.45,-0.610037
938,-6.437,0.43,-0.609431
939,-6.432,0.411,-0.610037
940,-6.427,0.392,-0.609431
941,-6.421,0.373,-0.609431
942,-6.416,0.354,-0.610037
943,-6.411,0.334,-0.609431
944,-6.405,0.315,-0.609431
945,-6.4,0.296,-0.610037
946,-6.395,0.277,-0.609431
947,-6.389,0.258,-0.609431
948,-6.384,0.238,-0.609431
949,-6.379,0.219,-0.609431
950,-6.373,0.2,-0.609431
951,-6.368,0.181,-0.609431
952,-6.363,0.162,-0.608824
953,-6.357,0.143,-0.610037
954,-6.352,0.123,-0.609431
955,-6.347,0.104,-0.609431
956,-6.341,0.085,-0.608824
957,-6.336,0.066,-0.609431
958,-6.331,0.047,-0.610037
959,-6.325,0.027,-0.609431
960,-6.32,0.008,-0.610037
961,-6.315,-0.011,-0.609431
962,-6.309,-0.03,-0.609431
963,-6.304,-0.049,-0.609431
964,-6.299,-0.069,-0.608824
965,-6.293,-0.088,-0.608824
966,-6.288,-0.107,-0.609431
967,-6.283,-0.126,-0.609431
968,-6.277,-0.145,-0.609431
969,-6.272,-0.164,-0.610037
970,-6.266,-0.184,-0.609431
971,-6.261,-0.203,-0.610037
972,-6.256,-0.222,-0.609431
973,-6.251,-0.241,-0.610037
974,-6.245,-0.26,-0.609431
975,-6.24,-0.28,-0.609431
976,-6.234,-0.299,-0.609431
977,-6.229,-0.318,-0.610037
978,-6.224,-0.337,-0.609431
979,-6.219,-0.356,-0.610037
980,-6.213,-0.376,-0.608824
981,-6.208,-0.395,-0.608824
982,-6.202,-0.414,-0.609431
983,-6.198,-0.431,-0.605785
984,-6.194,-0.444,-0.599681
985,-6.19,-0.455,-0.59231
986,-6.188,-0.463,-0.583647
987,-6.186,-0.468,-0.576793
988,-6.185,-0.47,-0.569899
989,-6.185,-0.47,-0.564859
990,-6.185,-0.47,-0.556625
991,-6.185,-0.47,-0.548975
992,-6.185,-0.47,-0.540636
993,-6.185,-0.47,-0.53289
994,-6.185,-0.47,-0.524449
995,-6.185,-0.47,-0.516611
996,-6.185,-0.47,-0.50807
997,-6.185,-0.47,-0.499479
998,-6.185,-0.47,-0.491506
999,-6.185,-0.47,-0.482821
1000,-6.185,-0.47,-0.474761
1001,-6.185,-0.47,-0.465985
1002,-6.184,-0.472,-0.462597
1003,-6.181,-0.476,-0.460561
1004,-6.176,-0.483,-0.461919
1005,-6.168,-0.493,-0.46124
1006,-6.16,-0.505,-0.46124
1007,-6.15,-0.52,-0.46124
1008,-6.137,-0.536,-0.46124
1009,-6.126,-0.552,-0.460561
1010,-6.115,-0.568,-0.46124
1011,-6.102,-0.585,-0.460561
1012,-6.091,-0.601,-0.460561
1013,-6.079,-0.617,-0.460561
1014,-6.067,-0.633,-0.460561
1015,-6.056,-0.649,-0.46124
1016,-6.044,-0.665,-0.459882
1017,-6.034,-0.679,-0.457163
1018,-6.025,-0.691,-0.451711
1019,-6.019,-0.699,-0.441444
1020,-6.014,-0.706,-0.432499
1021,-6.01,-0.71,-0.424204
1022,-6.009,-0.712,-0.416569
1023,-6.008,-0.712,-0.410997
1024,-6.008,-0.712,-0.401911
1025,-6.008,-0.712,-0.393488
1026,-6.008,-0.712,-0.385032
1027,-6.008,-0.712,-0.376544
1028,-6.008,-0.712,-0.368024
1029,-6.007,-0.713,-0.363752
1030,-6.003,-0.717,-0.361613
1031,-5.996,-0.722,-0.361613
1032,-5.987,-0.731,-0.362326
1033,-5.976,-0.74,-0.3609
1034,-5.963,-0.752,-0.361613
1035,-5.948,-0.766,-0.3609
1036,-5.933,-0.779,-0.361613
1037,-5.918,-0.792,-0.361613
1038,-5.903,-0.805,-0.361613
1039,-5.888,-0.818,-0.3609
1040,-5.873,-0.832,-0.3609
1041,-5.86,-0.843,-0.35733
1042,-5.849,-0.852,-0.350891
1043,-5.841,-0.859,-0.340842
1044,-5.834,-0.864,-0.332198
1045,-5.83,-0.868,-0.323525
1046,-5.828,-0.869,-0.314825
1047,-5.828,-0.869,-0.309011
1048,-5.828,-0.869,-0.299537
1049,-5.828,-0.869,-0.290766
1050,-5.828,-0.869,-0.281971
1051,-5.826,-0.87,-0.278299
1052,-5.821,-0.873,-0.275359
1053,-5.814,-0.878,-0.276094
1054,-5.804,-0.884,-0.275359
1055,-5.791,-0.892,-0.274623
1056,-5.776,-0.901,-0.276094
1057,-5.758,-0.911,-0.276094
1058,-5.741,-0.922,-0.276094
1059,-5.725,-0.932,-0.276094
1060,-5.707,-0.942,-0.275359
1061,-5.69,-0.952,-0.275359
1062,-5.673,-0.963,-0.275359
1063,-5.656,-0.973,-0.275359
1064,-5.639,-0.983,-0.275359
1065,-5.622,-0.994,-0.275359
1066,-5.607,-1.003,-0.271679
1067,-5.595,-1.01,-0.264309
1068,-5.585,-1.015,-0.253965
1069,-5.578,-1.019,-0.245076
1070,-5.573,-1.021,-0.236165
1071,-5.571,-1.022,-0.227235
1072,-5.571,-1.023,-0.220525
1073,-5.571,-1.022,-0.212309
1074,-5.571,-1.023,-0.202581
1075,-5.57,-1.023,-0.194333
1076,-5.569,-1.023,-0.189829
1077,-5.564,-1.025,-0.187575
1078,-5.556,-1.028,-0.187575
1079,-5.544,-1.033,-0.187575
1080,-5.53,-1.038,-0.187575
1081,-5.514,-1.044,-0.188326
1082,-5.495,-1.051,-0.187575
1083,-5.476,-1.058,-0.188326
1084,-5.458,-1.065,-0.188326
1085,-5.439,-1.072,-0.187575
1086,-5.42,-1.079,-0.188326
1087,-5.402,-1.086,-0.187575
1088,-5.383,-1.093,-0.187575
1089,-5.364,-1.1,-0.187575
1090,-5.346,-1.107,-0.187575
1091,-5.327,-1.115,-0.188326
1092,-5.308,-1.122,-0.187575
1093,-5.292,-1.128,-0.183816
1094,-5.279,-1.132,-0.176291
1095,-5.268,-1.136,-0.166494
1096,-5.261,-1.138,-0.157435
1097,-5.255,-1.14,-0.147606
1098,-5.253,-1.141,-0.139278
1099,-5.253,-1.141,-0.132457
1100,-5.253,-1.141,-0.123353
1101,-5.253,-1.141,-0.114238
1102,-5.253,-1.141,-0.105113
1103,-5.253,-1.141,-0.0952182
1104,-5.25,-1.141,-0.0914099
1105,-5.245,-1.142,-0.0891242
1106,-5.237,-1.143,-0.0891242
1107,-5.225,-1.145,-0.0898862
1108,-5.21,-1.147,-0.0891242
1109,-5.192,-1.15,-0.0898862
1110,-5.173,-1.154,-0.0891242
1111,-5.153,-1.157,-0.0891242
1112,-5.133,-1.16,-0.0898862
1113,-5.113,-1.163,-0.0891242
1114,-5.094,-1.166,-0.0891242
1115,-5.077,-1.169,-0.0845516
1116,-5.063,-1.171,-0.0769266
1117,-5.052,-1.173,-0.0677707
1118,-5.044,-1.173,-0.058609
1119,-5.038,-1.174,-0.0479143
1120,-5.036,-1.174,-0.0402718
1121,-5.035,-1.174,-0.034156
1122,-5.036,-1.174,-0.0234505
1123,-5.035,-1.174,-0.0150371
1124,-5.036,-1.174,0.002295
1125,-5.036,-1.174,0.0122397
1126,-5.036,-1.174,0.0214184
1127,-5.036,-1.174,0.0313599
1128,-5.036,-1.174,0.0405339
1129,-5.036,-1.174,0.0504686
1130,-5.036,-1.174,0.0596346
1131,-5.036,-1.174,0.0703219
1132,-5.035,-1.174,0.0794761
1133,-5.034,-1.174,0.0840507
1134,-5.029,-1.173,0.084813
1135,-5.02,-1.172,0.0855752
1136,-5.008,-1.169,0.084813
1137,-4.994,-1.167,0.0863374
1138,-4.977,-1.164,0.084813
1139,-4.961,-1.161,0.0893855
1140,-4.949,-1.159,0.0954793
1141,-4.941,-1.158,0.104613
1142,-4.931,-1.155,0.111458
1143,-4.915,-1.152,0.106895
1144,-4.898,-1.148,0.109177
1145,-4.879,-1.144,0.108416
1146,-4.859,-1.139,0.109177
1147,-4.84,-1.135,0.108416
1148,-4.82,-1.131,0.109937
1149,-4.8,-1.127,0.109177
1150,-4.781,-1.122,0.108416
1151,-4.762,-1.118,0.109177
1152,-4.742,-1.114,0.108416
1153,-4.723,-1.109,0.109177
1154,-4.703,-1.105,0.108416
1155,-4.684,-1.101,0.109177
1156,-4.664,-1.097,0.109177
1157,-4.645,-1.092,0.107656
1158,-4.625,-1.088,0.108416
1159,-4.606,-1.084,0.108416
1160,-4.589,-1.08,0.112978
1161,-4.575,-1.077,0.119816
1162,-4.565,-1.074,0.130442
1163,-4.557,-1.072,0.140296
1164,-4.552,-1.07,0.148622
1165,-4.549,-1.07,0.157694
1166,-4.549,-1.07,0.164489
1167,-4.549,-1.069,0.173537
1168,-4.547,-1.069,0.177303
1169,-4.542,-1.067,0.180313
1170,-4.533,-1.064,0.179561
1171,-4.522,-1.059,0.179561
1172,-4.508,-1.054,0.180313
1173,-4.492,-1.048,0.179561
1174,-4.478,-1.043,0.175797
1175,-4.466,-1.039,0.169015
1176,-4.458,-1.036,0.159205
1177,-4.453,-1.034,0.148622
1178,-4.449,-1.033,0.139538
1179,-4.449,-1.033,0.132717
1180,-4.449,-1.033,0.125131
1181,-4.447,-1.033,0.120576
1182,-4.442,-1.032,0.117538
1183,-4.433,-1.029,0.119057
1184,-4.421,-1.027,0.118297
1185,-4.408,-1.023,0.118297
1186,-4.39,-1.019,0.118297
1187,-4.37,-1.014,0.118297
1188,-4.351,-1.01,0.117538
1189,-4.332,-1.005,0.117538
1190,-4.312,-1,0.117538
1191,-4.293,-0.996,0.118297
1192,-4.274,-0.991,0.117538
1193,-4.254,-0.986,0.118297
1194,-4.235,-0.982,0.117538
1195,-4.216,-0.977,0.118297
1196,-4.196,-0.972,0.119057
1197,-4.177,-0.968,0.118297
1198,-4.157,-0.963,0.118297
1199,-4.138,-0.958,0.119057
1200,-4.121,-0.954,0.121335
1201,-4.108,-0.951,0.129684
1202,-4.097,-0.948,0.138781
1203,-4.089,-0.946,0.148622
1204,-4.084,-0.944,0.158449
1205,-4.082,-0.943,0.165998
1206,-4.078,-0.942,0.168261
1207,-4.071,-0.939,0.169769
1208,-4.06,-0.936,0.168261
1209,-4.047,-0.931,0.169015
1210,-4.031,-0.926,0.169015
1211,-4.012,-0.919,0.168261
1212,-3.993,-0.912,0.169769
1213,-3.975,-0.906,0.169015
1214,-3.956,-0.899,0.169015
1215,-3.937,-0.892,0.169015
1216,-3.919,-0.886,0.169015
1217,-3.9,-0.879,0.169769
1218,-3.881,-0.872,0.169015
1219,-3.862,-0.866,0.169769
1220,-3.843,-0.859,0.169015
1221,-3.825,-0.853,0.169769
1222,-3.806,-0.846,0.169015
1223,-3.787,-0.839,0.169015
1224,-3.768,-0.833,0.169769
1225,-3.75,-0.826,0.168261
1226,-3.731,-0.819,0.169769
1227,-3.712,-0.813,0.168261
1228,-3.693,-0.806,0.169769
1229,-3.674,-0.799,0.169015
1230,-3.655,-0.793,0.169015
1231,-3.637,-0.786,0.169769
1232,-3.618,-0.779,0.169769
1233,-3.599,-0.773,0.169769
1234,-3.58,-0.766,0.169015
1235,-3.562,-0.76,0.169769
1236,-3.543,-0.753,0.169015
1237,-3.524,-0.746,0.169769
1238,-3.505,-0.74,0.169015
1239,-3.486,-0.733,0.169015
1240,-3.468,-0.726,0.169769
1241,-3.449,-0.72,0.168261
1242,-3.43,-0.713,0.169015
1243,-3.411,-0.706,0.168261
1244,-3.392,-0.7,0.169769
1245,-3.374,-0.693,0.169015
1246,-3.355,-0.686,0.169769
1247,-3.336,-0.68,0.169769
1248,-3.317,-0.673,0.169769
1249,-3.298,-0.666,0.169769
1250,-3.28,-0.66,0.169015
1251,-3.261,-0.653,0.169769
1252,-3.242,-0.647,0.169015
1253,-3.224,-0.64,0.169769
1254,-3.205,-0.633,0.169015
1255,-3.186,-0.627,0.169769
1256,-3.167,-0.62,0.169015
1257,-3.149,-0.613,0.168261
1258,-3.13,-0.607,0.169015
1259,-3.111,-0.6,0.168261
1260,-3.092,-0.593,0.169769
1261,-3.073,-0.587,0.169015
1262,-3.054,-0.58,0.169769
1263,-3.036,-0.573,0.169769
1264,-3.017,-0.567,0.169769
1265,-2.998,-0.56,0.170523
1266,-2.979,-0.554,0.169015
1267,-2.96,-0.547,0.169015
1268,-2.942,-0.54,0.169015
1269,-2.923,-0.534,0.169769
1270,-2.904,-0.527,0.169015
1271,-2.885,-0.52,0.170523
1272,-2.867,-0.514,0.169015
1273,-2.848,-0.507,0.169015
1274,-2.829,-0.5,0.169769
1275,-2.81,-0.494,0.168261
1276,-2.791,-0.487,0.169769
1277,-2.773,-0.48,0.169015
1278,-2.754,-0.474,0.169769
1279,-2.735,-0.467,0.169769
1280,-2.716,-0.46,0.169769
1281,-2.698,-0.454,0.170523
1282,-2.681,-0.448,0.173537
1283,-2.668,-0.443,0.181818
1284,-2.658,-0.439,0.190837
1285,-2.65,-0.436,0.19984
1286,-2.645,-0.434,0.209575
1287,-2.643,-0.433,0.217795
1288,-2.642,-0.433,0.223019
1289,-2.641,-0.432,0.227491
1290,-2.636,-0.429,0.230469
1291,-2.628,-0.426,0.229725
1292,-2.617,-0.42,0.230469
1293,-2.604,-0.414,0.229725
1294,-2.588,-0.406,0.229725
1295,-2.57,-0.396,0.229725
1296,-2.552,-0.388,0.22898
1297,-2.535,-0.379,0.229725
1298,-2.516,-0.37,0.229725
1299,-2.499,-0.361,0.22898
1300,-2.481,-0.352,0.229725
1301,-2.463,-0.343,0.229725
1302,-2.445,-0.334,0.230469
1303,-2.427,-0.325,0.229725
1304,-2.41,-0.316,0.22898
1305,-2.392,-0.307,0.230469
1306,-2.374,-0.299,0.22898
1307,-2.356,-0.289,0.230469
1308,-2.338,-0.281,0.229725
1309,-2.321,-0.272,0.230469
1310,-2.303,-0.263,0.230469
1311,-2.285,-0.254,0.229725
1312,-2.267,-0.245,0.229725
1313,-2.249,-0.236,0.229725
1314,-2.232,-0.227,0.229725
1315,-2.214,-0.218,0.229725
1316,-2.196,-0.209,0.230469
1317,-2.178,-0.2,0.229725
1318,-2.16,-0.191,0.230469
1319,-2.142,-0.182,0.229725
1320,-2.125,-0.174,0.229725
1321,-2.107,-0.165,0.230469
1322,-2.089,-0.156,0.229725
1323,-2.071,-0.147,0.230469
1324,-2.053,-0.138,0.229725
1325,-2.036,-0.129,0.230469
1326,-2.018,-0.12,0.229725
1327,-2,-0.111,0.229725
1328,-1.982,-0.102,0.229725
1329,-1.964,-0.093,0.229725
1330,-1.946,-0.084,0.229725
1331,-1.929,-0.076,0.22898
1332,-1.913,-0.068,0.226001
1333,-1.901,-0.062,0.218542
1334,-1.891,-0.057,0.208827
1335,-1.883,-0.054,0.19984
1336,-1.879,-0.052,0.190837
1337,-1.876,-0.051,0.18257
1338,-1.872,-0.05,0.179561
1339,-1.865,-0.047,0.178055
1340,-1.854,-0.043,0.179561
1341,-1.842,-0.038,0.178055
1342,-1.826,-0.032,0.178808
1343,-1.826,-0.032,0.178808
